@title,中文(繁體)
#03363,決定研究負責人
#03364,要讓誰來研究呢
#03365,<po=m>沒有能夠研究的人<br>招募職業「<0>」來到城市吧
#03366,研究中會無法進行其他工作。
#03367,發現新的研究！
#03368,找不到試用好友。
#03369,發現有興趣的玩家<br>就試著積極送出申請吧
#03370,申請
#03371,忙碌……
#03372,出門
#03373,要購買幾個呢？
#03374,<pic=money>不足
#03375,增加鑽石
#03376,如果要增加新的居民<br>就藉由貿易<co=20f0f0>得到職業</co>吧。
#03377,得到 <0>枚 硬幣了！
#03378,培養怪物
#03379,可以投入倉庫中的蛋
#03380,沒有蛋
#03381,以未滿同等級的同色蛋提升等級上限1
#03382,給予
#03383,簡介
#03384,級別
#03385,被攻打時會協助防衛
#03386,會跟著屋主前往討伐
#03387,培養
#03388,技能一覽
#03389,空
#03390,追加
#03391,解放了一個區域！
#03392,對戰履歷
#03393,所有戰績
#03394,<0>戰<1>勝<2>敗
#03395,被挑戰的戰績
#03396,挑戰他人的戰績
#03397,沒有對戰履歷。
#03398,履歷最多保存<0>件
#03399,◎勝利
#03400,×敗北
#03401,還剩<0>小時<1>分
#03402,重新挑戰
#03403,戰鬥級別
#03404,戰鬥Pt
#03405,<0>勝<1>敗
#03406,被挑戰的戰績　<0>戰<1>勝<2>敗
#03407,<po=m>重新挑戰成功！<br>×<0>
#03408,級別降低
#03409,下次再說
#03410,申請好友
#03411,贏得勝利了
#03412,戰敗了……
#03413,得到<0>了！
#03414,對戰對手
#03415,<po=m>出場<br>成員<br><0>/<1>
#03416,變更對手
#03417,拒絕
#03418,戰鬥pt +<0>
#03419,歷史分數
#03420,最高
#03421,未登錄
#03422,沒有已發送的最高得分
#03423,登錄
#03424,等待結果發表
#03425,超過期限
#03426,重新取得
#03427,<0>級報酬
#03428,昨天的點數
#03429,<0>人中
#03430,今天的分數
#03431,今天的點數
#03432,0時前後的10分鐘之間無法登錄
#03433,今天尚未獲得點數
#03434,發送
#03435,已登錄 ： <0>
#03436,重新登錄
#03437,選擇所屬城市
#03438,沒有所屬
#03439,要分配給哪個城市呢
#03440,尚未被發現……
#03441,要建造哪個呢
#03442,<po=m><0>完成！！<br>收納上限增加<1>！
#03443,建築一覽
#03444,設置數
#03445,住所
#03446,沒有建築
#03447,<po=m>以銅幣1枚交換。<br>請選擇城市。
#03448,更新
#03449,剩下
#03450,好友討伐狀況
#03451,<0>的討伐數
#03452,本次報酬
#03453,查看內容
#03454,達成
#03455,剩下<0>隻
#03456,<po=m>打倒<1>隻<br><0>！
#03457,你
#03458,好友
#03459,討伐獎勵
#03460,貨車設定
#03461,從其他城市得到資源
#03462,要努力了
#03463,負責人
#03464,目的地
#03465,運送的資源
#03466,休止
#03467,選擇職業
#03468,請選擇職業
#03469,雙親愈強，孩子可能也會愈強
#03470,×<0>
#03471,會從付費<0>開始使用
#03472,購買的<0>的有效期限為<1>天
#03473,有效期限已過
#03474,已使用
#03475,還剩 <0>個
#03476,有效期限 <0>天
#03477,付費
#03478,免費
#03479,<0>⇒<1>
#03480,新手支援
#03481,超值活動
#03482,超值特賣
#03483,每月僅限1次！
#03484,每登入5天的超值特賣
#03485,購買的鑽石有效期限為180天
#03486,販賣結束：<0>
#03487,限時超值鑽石增量特賣
#03488,已購買
#03489,購買
#03490,鑽石商店
#03491,持有
#03492,<0>枚
#03493,購買的鑽石有效期限為180天
#03494,￥9,999
#03495,金幣商店
#03496,請先選擇收納金幣的城市<br>再選擇交換。
#03497,進行交換
#03498,收集清單
#03499,最高紀錄 B<0>F
#03500,出發討伐
#03501,選擇成員出發吧
#03502,選擇出擊成員
#03503,選擇好友
#03504,挑戰
#03505,居民 <0>人
#03506,取消
#03507,暫時<br>封鎖
#03508,適性 <0>
#03509,回家
#03510,親密度提升 <0>%！
#03511,約會景點
#03512,還剩<0>組
#03513,需要 <0>小時
#03514,或許會變得親密
#03515,出發後將會暫時不在城中
#03516,=#01539
#03517,成長後就能配屬在城市裡
#03518,離成長還有
#03519,長大成人
#03520,平均等級
#03521,我也要去！
#03522,<0><br><1>先出發了！
#03523,「無法更新的情況」
#03524,培養蛋
#03525,孵化 <0>
#03526, -<0>分
#03527,還能投入
#03528,投入道具
#03529,蛋一覽
#03530,城市名 <0>
#03531,沒有可以選擇的蛋
#03532,請選擇要培養的蛋
#03533,嗚……
#03534,<0>的<1>
#03535,壽命耗盡了……
#03536,=#01578
#03537,現在沒有可交換的物品。
#03538,鎖定
#03539,屬性
#03540,各<0>個
#03541,裝備 <0>/<1>
#03542,不擅長
#03543,變更技能
#03544,<po=m>只有<br>戰鬥系
#03545,全員
#03546,好友似乎會<br>暫時停留！
#03547,<po=m><0><br><1>
#03548,搬家到<br><0>了
#03549,和 <0> 交換
#03550,獲得經驗值了
#03551,周圍效果
#03552,蓄滿
#03553,<0>家
#03554,展示品
#03555,價值
#03556,閱覽數
#03557,販賣的商品
#03558,王
#03559,容量
#03560,升級
#03561,級別提升完成！
#03562,升級完成！
#03563,需要銅幣箱
#03564,解鎖
#03565,需要
#03566,正設定為<br>喜愛
#03567,<po=m>已取消<br>喜愛
#03568,發現！
#03569,可以從下次開始招募。
#03570,新的職業
#03571,<0>回到自己的王國了
#03572,好友　<0>/<1>
#03573,請好友協助討伐吧！
#03574,更新好友清單
#03575,收到來自好友的禮物
#03576,新規
#03577,<0>件
#03578,達成<0>件！！
#03579,接著達成 <0>件可得到獎勵
#03580,贈送好友謝禮
#03581,好友 <0>
#03582,對<0><br>傳達了謝意
#03583,傳達謝意
#03584,這次什麼都不做
#03585,結果
#03586,<0>級
#03587,都是託了好友的福呢
#03588,被介紹了<0>
#03589,<0>次
#03590,介紹
#03591,確認持有數
#03592,來抽取<0>次
#03593,<0>出現一覽
#03594,從下列清單裡抽選出現
#03595,<0> 級
#03596,幾率<0>%
#03597,S級出現中
#03598,貿易中心
#03599,取得稀有物品吧
#03600,清單
#03601,=#01577
#03602,<po=m>今天沒有舉辦喔。<br>請改天再來吧。
#03603,<0>限定
#03604,歪羅迷宮
#03605,出現游擊
#03606,難度  <0>
#03607,報酬  <0>
#03608,已過關
#03609,<po=m>通過分享<bo=1e1e1e></bo><br><bo=1e1e1e>回復</bo><pic=stamina>
#03610,級別 <0> 最高得分
#03611,合計點數
#03612,挑戰更高的境界吧！
#03613,分數
#03614,<po=m>登錄<br>排行
#03615,進行<br>分享
#03616,住所方針
#03617,要選擇哪種風格的房屋呢
#03618,級別：<0>
#03619,正在繼承
#03620,正在傳承能力<0>
#03621,<po=m>繼承了能力，<br>數值上升了！
#03622,師父<0><br>完成了所有使命，<br>靜靜地離開了。
#03623,=#01556
#03624,可以繼承師父的能力
#03625,還剩<0>次
#03626,指定師父
#03627,選擇城市
#03628,取得道具
#03629,要給哪個城市呢
#03630,道具倉庫
#03631,歡迎來到鍛造屋<br>在這裡能夠將裝備組合進行強化
#03632,要強化哪件裝備呢
#03633,<po=m>投入種類 ：<0>/<1><br>投入數   ： <2>/<3>
#03634,裝備中
#03635,女性用
#03636,無法使用
#03637,職業權利數
#03638,可以在能呼喚城市居民時使用
#03639,持有x
#03640,無法選擇
#03641,無
#03642,<0>級
#03643,<0>級別
#03644,目前沒有正在販賣的商品。
#03645,再度進貨 +<0>
#03646,遊玩時間
#03647,和平度
#03648,國王級別提升！
#03649,設定看守
#03650,設定看守以專心防衛
#03651,儲存的資源減少了一半……
#03653,體驗版
#03654,結婚
#03655,=#00880
#03656,哪位要結婚呢
#03657,住在同一個房間裡親密度就會提升
#03658,若是親密度較高費用就會降低
#03659,<po=m>將<1>個<0><br>收進了道具倉庫
#03660,=#01554
#03661,請先選擇有<0>的城市<br>再選擇<1>。
#03662,購買的素材
#03663,剩下<0>
#03664,持有 <0>
#03665,戰鬥級別 ： <0>
#03666,設定礦工
#03667,在礦山採掘資源吧
#03668,今天的任務
#03669,現在沒有任務
#03670,達成後能夠得到 <0> <co=2020f0><1></co>！
#03671,還剩 <0>件
#03672,離截止 還剩<0>
#03673,今日任務已達成
#03674,<po=m>誕生！<br><0>
#03675,預測內容物
#03676,似乎會誕生清單中的<br>其中一種怪物
#03677,怪物牧場 <0>/<1>
#03678,沒有寄放的怪物
#03679,怪物合成
#03680,請選擇想要合成的怪物
#03681,培養的怪物
#03682,素材怪物
#03683,從怪物身上得到經驗值
#03684,合成
#03685,怪物圖鑑
#03686,<0>隻
#03687,=#01558
#03688,怪物
#03689,開新遊戲
#03690,創建角色
#03691,國王的名字：
#03692,也請選擇性別喔
#03693,建國開始
#03694,新的夥伴
#03695,變更名字
#03696,採用！
#03697,要讓誰成為夥伴呢
#03698,第<0>人
#03699,尋找職業
#03700,權利
#03701,尚未被發現
#03702,招募為夥伴
#03703,新的市政廳
#03704,替城市取名字吧
#03705,名字：
#03706,替城市取名字
#03707,覺醒！！
#03708,第<0>次
#03709,等級上限提升 <0>！
#03710,恭喜！
#03711,得到<0>
#03712,追加<0>人
#03713,=#01576
#03714,請選擇要搬到其他城市的居民
#03715,<po=m>搬家公司 +<0>個擴張<br><pic=money><1>
#03716,設定研究員
#03717,讓持有研究技能的人擔任吧。
#03718,來自研究室的告知
#03719,啊，完成了！
#03720,負責人： <0>/<1>
#03721,未發現
#03722,發現條件
#03723,研究 復活還需
#03724,選擇負責人
#03725,覺醒 <0>次
#03726,拖拽給夥伴吧
#03727,還有<0>人
#03728,沒有符合的居民……
#03729,全員繼續
#03730,要派遣誰呢
#03731,現在有<0>人<br>被派遣到了這裡
#03732,請選擇討伐成員<br>最大<0>人
#03733,<po=m>誰要繼承呢<br>※1人只能<0>次
#03734,無法選擇不同城市的成員。
#03735,請選擇出場成員<br>最大<0>人
#03736,請選擇<br>預定搬遷的人員
#03737,請選擇想要<br>變更裝備的居民
#03738,攻
#03739,不能出擊
#03740,繼承次數
#03741,已有住宅
#03742,壽命
#03744,覺醒
#03745,空欄
#03746,排序條件
#03747,排序設定
#03748,條件<0>
#03749,<po=m>可以設定排序順序。<br>以上方的條件為優先。
#03750,親密前3名
#03751,準備中
#03752,只有屋主的親密度會提升
#03753,第<0>個孩子
#03754,前往其他的島了
#03755,使用<0>
#03756,選擇登錄角色
#03757,=#00653
#03758,告別
#03759,繼承
#03760,設為師父
#03761,夥伴選單
#03762,結婚對象
#03763,不見了
#03764,第2代無法結婚
#03765,還沒有
#03766,調查完成
#03767,我回來了
#03768,<0>結束調查<br>回來了
#03769,<po=m>壽命+<0><br><br><pic=money><1>
#03770,放棄
#03771,<0>復活了！
#03772,城市裡的店
#03773,要去哪間店呢
#03774,要設定什麼呢
#03775,空欄
#03776,發動率
#03777,變更技能<0>/<1>
#03778,設定技能吧
#03779,請選擇技能
#03780,空餘　<0>欄
#03781,遠離人群的民家
#03782,現在重設的話就會失去今天的成果。
#03783,到下一欄 還需登入<0>天
#03784,歡迎再來喔。
#03785,獲得禮物
#03786,打得真不錯！
#03787,太精采了！
#03788,下次敬請期待
#03789,我為你加油！
#03790,=#00137
#03791,好厲害！
#03792,停止
#03793,建國開始！
#03794,我會努力的！
#03795,調查結果
#03796,<0>返回
#03797,進行調查
#03798,共<0>分
#03799,城裡的商店
#03800,寶箱裡面是……
#03801,寶箱裡面還……
#03802,有<1>次<0>的權利！
#03803,有<1>個<0>！
#03804,王國看來會更加發展呢
#03805,=#01552
#03806,介紹<0>人
#03807,還剩<0>次 免費
#03808,為您介紹可能會<br>成為好友的玩家
#03809,獎盃
#03810,領取了副獎
#03811,現在：<0>
#03812,得到！
#03813,購買祕寶
#03814,購買
#03815,夢幻祕寶 <0>種
#03816,得到夢幻秘寶 <0>種
#03817,現在沒有祕寶。
#03818,<po=m><bo=1e1e1e>恭喜<br>稱霸全區域！</bo>
#03819,職業介紹
#03820,裝備介紹
#03821,設施介紹
#03822,道具介紹
#03823,好友獎勵
#03824,正在派遣到當前地點的居民
#03825,<0><br>限定
#03826,<po=m><0>級以上<br><1><br>限定
#03827,已登錄
#03828,沒有正在舉辦中的討伐活動。
#03829,<po=m>取得情報失敗。<br>請重新打開商店。
#03830,設施情報
#03831,能夠使用<0>了！！
#03832,<0> +<1> 成為 <2> 了
#03833,～使用時的效果提升了～
#03834,能量的開採量增加了
#03835,～搭船來的客人似乎會增加～
#03836,工坊的製作內容提升了
#03837,世界和平度
#03838,討伐敵人數
#03839,所有點數合計
#03840,居民的合計能力
#03841,城市級別
#03842,居民數
#03843,發現的裝備品數量
#03844,發現的道具數量
#03845,發現的家具數量
#03846,級別 <0>
#03847,設施數
#03848,土地數
#03849,夥伴人數
#03850,發現的技能
#03851,最高城市級別
#03852,城市的名稱1
#03853,居民一覽
#03854,王國情報
#03855,祕寶
#03856,變更名稱
#03857,聊天頻道
#03858,前往官網
#03859,怪物圖鑑
#03860,結束遊戲
#03861,設施中沒有怪物
#03862,可惜失敗了！
#03863,沒有消耗鑽石
#03864,<po=m>要消耗<0>個鑽石<br>縮短時間嗎？
#03865,已達成
#03866,現在
#03867,正在挑戰
#03868,可能性<0><1>
#03869,<po=m>怪物牧場<br>+<0>個擴張<br><pic=money><1>
#03870,討伐數
#03871,初次
#03872,城市<0>人
#03873,已鎖定
#03874,已解鎖
#03875,<po=m>這是高級別的裝備<br>要消耗掉嗎？
#03876,達到上限了
#03877,裝備變更完成
#03878,技能變更完成
#03879,<po=m>找不到對戰對手。<br>請稍後再試
#03880,孩子的名字
#03881,居民的名字
#03882,(全形<0>字)
#03883,=MID(#03852,1,-1)&''
#03884,得到寶物！
#03885,要以<0> 獲得嗎
#03886,調查失敗！
#03887,+<0>分
#03888,幾率 <0>%
#03889,分
#03890,秒
#03891,還有<0><1>即可調查
#03892,已達到等級上限
#03893,無法變更初期技能
#03894,裝備了<br><0> <1>。
#03895,要追加技能裝備欄位嗎？
#03896,追加了 <0>個技能裝備欄位。
#03897,無法卸除初期技能
#03898,請選擇出場成員
#03899,名次獎勵
#03900,要登錄現在的點數嗎？
#03901,<po=m>完成登錄。<br>結果會在明天發表
#03902,<po=m>得到<1>枚<0><br>合計<2>枚
#03903,=#00904
#03904,城市裡沒有銅幣箱
#03905,從今以後<br>不再顯示嗎？
#03906,<0>沒有空位。
#03907,=#01568
#03908,=#00906
#03909,否\t封鎖
#03910,還有<0>回家
#03911,以<0>短縮
#03912,<po=m>要取消嗎？<br><co=d94646>※親密度不會上升
#03913,約會
#03914,=#01580
#03915,出發了！
#03916,<po=m><0>們<br><1>先出發了！
#03917,成人前的成長
#03918,投入超過最大數量了
#03919,道具投入尚未完成<br>要返回嗎
#03920,<po=m>得到1個<0><br>合計<1>個
#03921,<po=m>消耗<1>個<0><br>解除鎖定<br>持有數剩下<2>個
#03922,<po=m>消耗<1>個<0><br>解除鎖定
#03923,<0>分後能夠選擇
#03924,<po=m><0>不足。<br>回復到最大為止。
#03925,<0>不足
#03926,達到最大人數
