@title,中文(简体)
#03406,回应挑战的战绩 <0>战<1>胜<2>败
#03407,<po=m>重新挑战成功！<br>×<0>
#03408,级别降低
#03409,下次再说
#03410,申请好友
#03411,荣获胜利
#03412,战败了……
#03413,获得了<0>！
#03414,对战对手
#03415,<po=m>出场<br>成员<br><0>/<1>
#03416,更换对手
#03417,拒绝
#03418,战斗点数 +<0>
#03419,历史得分
#03420,最高
#03421,未登录
#03422,没有已发送的纪录
#03423,登录
#03424,等待结果公布
#03425,超过期限
#03426,重新取得
#03427,<0>级报酬
#03428,昨日点数
#03429,<0>人中
#03430,今日得分
#03431,今日点数
#03432,0点前后的10分钟内无法登录
#03433,今日尚未获得点数
#03434,发送
#03435,已登录 ：<0>
#03436,重新登录
#03437,选择所属城市
#03438,没有所属
#03439,要分配给哪座城市呢
#03440,尚未被发现……
#03441,要建造哪个呢
#03442,<po=m><0>完成！！<br>收纳上限增加<1>！
#03443,建筑一览
#03444,布置数量
#03445,住所
#03446,没有建筑
#03447,<po=m>以1枚铜币交换。<br>请选择城市。
#03448,更新
#03449,剩余
#03450,好友讨伐情况
#03451,<0>的讨伐数量
#03452,本次报酬
#03453,查看内容物
#03454,完成
#03455,剩余<0>只
#03456,<po=m>打倒<br><1>只<0>！
#03457,你
#03458,好友
#03459,讨伐奖励
#03460,货车设置
#03461,从其他城市获得资源
#03462,要加油了
#03463,负责人
#03464,目的地
#03465,运输的资源
#03466,休止
#03467,选择职业
#03468,请选择职业
#03469,父母越强，孩子可能就会越强
#03470,×<0>
#03471,将优先使用付费<0>
#03472,购买的<0>的有效期为<1>天
#03473,已超过有效期
#03474,已使用
#03475,还剩 <0>个
#03476,有效期 <0>天
#03477,付费
#03478,免费
#03479,<0>⇒<1>
#03480,新手支援
#03481,实惠活动
#03482,实惠促销
#03483,每月仅限1次！
#03484,每登入5天的实惠促销
#03485,付费钻石的有效期为180天
#03486,销售结束：<0>
#03487,限时加量销售实惠钻石
#03488,已购买
#03489,购买
#03490,钻石商店
#03491,持有
#03492,<0>枚
#03493,付费钻石的有效期为180天
#03494,￥9,999
#03495,金币商店
#03496,请在选择存放金币的城市后<br>再选择交换。
#03497,进行交换
#03498,收集列表
#03499,最高纪录 地下<0>层
#03500,前往讨伐
#03501,选择成员并出发吧
#03502,选择出击成员
#03503,选择好友
#03504,挑战
#03505,居民 <0>人
#03506,取消
#03507,暂时<br>封锁
#03508,契合度 <0>
#03509,回家
#03510,亲密度提升 <0>%！
#03511,约会景点
#03512,还剩<0>组
#03513,需要 <0>小时
#03514,或许会变得亲密
#03515,出发后将暂时离开城市
#03516,=#01539
#03517,成长后可以分配给城市
#03518,离成长还有
#03519,长大成人
#03520,平均等级
#03521,我也要去！
#03522,<0><br><1>先出发了！
#03523,“如果无法更新”
#03524,培养蛋
#03525,孵化 <0>
#03526, -<0>分钟
#03527,还能投入
#03528,投入道具
#03529,蛋一览
#03530,城市名 <0>
#03531,没有可以选择的蛋
#03532,请选择想要培养的蛋
#03533,唔……
#03534,<0>的<1>
#03535,耗尽了寿命……
#03536,=#01578
#03537,目前没有可以交换的物品。
#03538,锁定
#03539,属性
#03540,各<0>个
#03541,装备 <0>/<1>
#03542,不擅长
#03543,更改技能
#03544,<po=m>仅<br>战斗系
#03545,全员
#03546,好友似乎愿意<br>暂时留宿在这里！
#03547,<po=m><0><br><1>
#03548,搬到了<br><0>
#03549,和 <0> 交换
#03550,获得了经验值
#03551,周围效果
#03552,蓄满
#03553,<0>家
#03554,展示品
#03555,价值
#03556,阅览数
#03557,销售的商品
#03558,王
#03559,容量
#03560,升级
#03561,级别提升完成！
#03562,升级完成！
#03563,需要铜币箱
#03564,解锁
#03565,需要
#03566,已设为<br>喜爱
#03567,<po=m>已取消<br>喜爱
#03568,发现！
#03569,可以从下次起开始募集。
#03570,新的职业
#03571,<0>回自己的王国了
#03572,好友　<0>/<1>
#03573,让好友来协助讨伐吧！
#03574,更新好友列表
#03575,收到了好友送来的礼物
#03576,新规
#03577,<0>件
#03578,完成<0>件！！
#03579,距奖励还剩 <0>件
#03580,感谢好友
#03581,好友 <0>
#03582,向<0><br>传达了谢意
#03583,传达谢意
#03584,这次什么都不做
#03585,结果
#03586,<0>级
#03587,多亏了好友呢
#03588,被介绍了<0>
#03589,<0>次
#03590,介绍
#03591,查看持有数量
#03592,来抽取<0>次
#03593,<0>出现一览
#03594,在以下列表的内容中抽取
#03595,<0> 级
#03596,几率<0>%
#03597,S级出现中
#03598,贸易中心
#03599,来获得稀有物品吧
#03600,列表
#03601,=#01577
#03602,<po=m>今天没有举办哦。<br>换一天再来吧。
#03603,<0>限定
#03604,歪罗迷宫
#03605,出现游击
#03606,难度  <0>
#03607,报酬 <0>
#03608,已通关
#03609,<po=m><bo=1e1e1e>通过分享</bo><br>来<bo=1e1e1e>回复</bo><pic=stamina>
#03610,级别 <0> 纪录
#03611,合计点数
#03612,努力更上一层楼吧！
#03613,得分
#03614,<po=m>登录<br>排行
#03615,进行<br>分享
#03616,住所方针
#03617,要选什么类型的房屋呢
#03618,级别：<0>
#03619,正在继承
#03620,正在传授能力<0>
#03621,<po=m>继承能力后，<br>属性上升了！
#03622,<0>师父<br>完成了所有职责，<br>安静地离去了。
#03623,=#01556
#03624,可以继承师父的能力
#03625,还剩<0>次
#03626,指定师父
#03627,选择城市
#03628,获得道具
#03629,要给哪座城市呢
#03630,道具仓库
#03631,欢迎来到锻造铺<br>在这里可以通过组合装备来强化它们哦
#03632,要强化哪个装备呢
#03633,<po=m>投入种类 : <0>/<1><br>投入数量   ： <2>/<3>
#03634,装备中
#03635,女性用
#03636,无法使用
#03637,职业权利数
#03638,可以在能召唤城市居民时使用
#03639,持有x
#03640,无法选择
#03641,无
#03642,<0>级
#03643,<0>级别
#03644,目前没有正在销售的商品。
#03645,补货 +<0>
#03646,游戏时间
#03647,和平度
#03648,国王级别提升！
#03649,设置看守
#03650,设置看守，专心防卫工作
#03651,累积资源减半……
#03653,试玩版
#03654,结婚
#03655,=#00880
#03656,哪位要结婚呢
#03657,住在同一房屋时，亲密度会提升
#03658,费用会随着亲密度的升高而降低
#03659,<po=m>将<1>个<0><br>放入了道具仓库
#03660,=#01554
#03661,请在选择拥有<0>的城市后<br>再选择<1>。
#03662,购买的素材
#03663,剩余<0>
#03664,持有 <0>
#03665,战斗级别 ： <0>
#03666,设置矿山工人
#03667,在矿山开采资源吧
#03668,今日任务
#03669,目前没有任务
#03670,完成后能获得 <0> <co=2020f0><1></co> ！
#03671,还剩 <0>件
#03672,时间 还剩<0>
#03673,今日任务已完成
#03674,<po=m>诞生！<br><0>
#03675,预期内容物
#03676,似乎会生出<br>列表中的某一种怪物
#03677,怪物牧场 <0>/<1>
#03678,没有托管的怪物
#03679,怪物合成
#03680,请选择想要合成的怪物
#03681,培养的怪物
#03682,素材怪物
#03683,从怪物身上获得经验值
#03684,合成
#03685,怪物图鉴
#03686,<0>只
#03687,=#01558
#03688,怪物
#03689,开始新的游戏
#03690,创建角色
#03691,国王的名字：
#03692,还需要选择性别哦
#03693,建国开始
#03694,新的伙伴
#03695,更改名字
#03696,采用！
#03697,想邀请谁成为伙伴呢
#03698,第<0>人
#03699,寻找职业
#03700,权利
#03701,尚未被发现
#03702,邀请为伙伴
#03703,新的市政厅
#03704,为城市起个名字吧
#03705,名字：
#03706,为城市起名
#03707,觉醒！！
#03708,第<0>次
#03709,等级上限提升 <0>！
#03710,恭喜！
#03711,获得 <0>
#03712,追加<0>人
#03713,=#01576
#03714,请选择想搬迁到其他城市的居民
#03715,<po=m>搬家公司 +<0>个扩张<br><pic=money><1>
#03716,设置研究者
#03717,让拥有研究技能的人来负责吧。
#03718,来自研究室的通知
#03719,噢，完成了！
#03720,负责人： <0>/<1>
#03721,未发现
#03722,发现条件
#03723,研究 复活还需
#03724,选择负责人
#03725,觉醒 <0>次
#03726,拖拽给伙伴吧
#03727,还剩<0>人
#03728,没有符合的居民……
#03729,全员继续
#03730,要派遣谁呢
#03731,目前已有<0>人<br>被派遣到了此处
#03732,请选择讨伐成员<br>最多<0>人
#03733,<po=m>由谁来继承呢<br>※每人仅限<0>次
#03734,无法选择不同城市的成员。
#03735,请选择出场成员<br>最多<0>人
#03736,请选择<br>计划搬家的人
#03737,请选择<br>想更换装备的居民
#03738,攻
#03739,不能出击
#03740,继承次数
#03741,已有住宅
#03742,寿命
#03744,觉醒
#03745,空栏
#03746,排序条件
#03747,排序设置
#03748,条件<0>
#03749,<po=m>可以设置排序方式，<br>将优先按上述条件显示。
#03750,亲密前3名
#03751,正在准备
#03752,仅提升家主的亲密度
#03753,第<0>个孩子
#03754,去其他岛屿了
#03755,使用<0>
#03756,选择登录角色
#03757,=#00653
#03758,告别
#03759,继承
#03760,指定为师父
#03761,伙伴菜单
#03762,结婚对象
#03763,消失了
#03764,第2代无法结婚
#03765,尚无
#03766,调查完成
#03767,我回来了
#03768,<0>已经结束调查<br>回来了
#03769,<po=m>寿命+<0><br><br><pic=money><1>
#03770,放弃
#03771,<0>复活了！
#03772,城中的商店
#03773,要去哪家商店呢
#03774,要设置什么呢
#03775,空栏
#03776,发动率
#03777,更改技能 <0>/<1>
#03778,设置技能吧
#03779,请选择技能
#03780,空余 <0>栏
#03781,远离人烟的民宅
#03782,如果现在重置，今天的成果就会消失。
#03783,至下一栏 还需要登入<0>天
#03784,请再来哦。
#03785,获得礼物
#03786,打得漂亮！
#03787,非常好！
#03788,请期待下次
#03789,我会为你加油的！
#03790,=#00137
#03791,好厉害啊！
#03792,停止
#03793,开始建国！
#03794,我会加油的！
#03795,调查结果
#03796,<0>返回
#03797,进行调查
#03798,共<0>分钟
#03799,城中商店
#03800,宝箱里是……
#03801,宝箱里还……
#03802,有<1>次<0>的权利！
#03803,有<1>个<0>！
#03804,感觉王国能有进一步的发展呢
#03805,=#01552
#03806,介绍<0>人
#03807,还剩<0>次 免费
#03808,我能介绍可能会成为你好友的<br>玩家哦
#03809,奖杯
#03810,领取了附加奖
#03811,现在：<0>
#03812,获得！
#03813,购买秘宝
#03814,购买
#03815,梦幻秘宝 <0>种
#03816,获得梦幻秘宝 <0>种
#03817,目前没有秘宝。
#03818,<po=m><bo=1e1e1e>制霸了所有区域，<br>恭喜！</bo>
#03819,职业介绍
#03820,装备介绍
#03821,设施介绍
#03822,道具介绍
#03823,好友奖励
#03824,已派遣至当前地点的居民
#03825,<0><br>限定
#03826,<po=m><0>级以上<br><1><br>限定
#03827,已登录
#03828,现在没有举办讨伐活动。
#03829,<po=m>信息获取失败。<br>请重新打开商店。
#03830,设施信息
#03831,可以使用<0>了！！
#03832,<0> +<1> 成为 <2> 了
#03833,～使用时的效果提升了～
#03834,能量开采量增加了
#03835,～来自游船的顾客似乎会变多～
#03836,工坊的制作内容有所改善
#03837,世界和平度
#03838,讨伐敌人数
#03839,所有点数合计
#03840,居民合计能力
#03841,城市级别
#03842,居民数
#03843,装备发现数
#03844,道具发现数
#03845,家具发现数
#03846,级别 <0>
#03847,设施数量
#03848,土地数量
#03849,伙伴人数
#03850,发现技能
#03851,最高城市级别
#03852,城市名1
#03853,居民一览
#03854,王国信息
#03855,秘宝
#03856,修改名字
#03857,聊天室
#03858,访问官网
#03859,怪物图鉴
#03860,结束游戏
#03861,设施中没有怪物
#03862,遗憾地失败了！
#03863,没有消耗钻石
#03864,<po=m>要消耗<0>个钻石<br>来缩短时间吗？
#03865,已完成
#03866,现在
#03867,正在挑战
#03868,可能性<0><1>
#03869,<po=m>怪物牧场<br>+<0>个扩张<br><pic=money><1>
#03870,讨伐数
#03871,首次
#03872,城里<0>人
#03873,已锁定
#03874,已解锁
#03875,<po=m>这是高级别的装备<br>是否确定消耗？
#03876,已达上限
#03877,装备更换成功
#03878,技能更改成功
#03879,<po=m>未发现对战对手。<br>请于一段时间后重试
#03880,孩子的名字
#03881,居民的名字
#03882,（<0>个全角字符）
#03883,=MID(#03852,1,-1)&''
#03884,获得宝物！
#03885,要通过<0> 来获得吗
#03886,调查失败！
#03887,+<0>分钟
#03888,几率 <0>%
#03889,分钟
#03890,秒
#03891,还有<0><1>可以调查
#03892,等级已达上限
#03893,无法更改初始技能
#03894,已装备<br><0> <1>。
#03895,要追加技能装备栏吗？
#03896,已追加 <0>个技能装备栏。
#03897,无法移除初始技能。
#03898,请选择出场成员
#03899,排名奖励
#03900,要登录当前点数吗？
#03901,<po=m>登录成功。<br>结果将于明天公布
#03902,<po=m>获得<1>枚<0><br>现在共有<2>枚
#03903,=#00904
#03904,城市里没有铜币箱
#03905,今后<br>不再显示吗？
#03906,<0>中没有空余位置。
#03907,=#01568
#03908,=#00906
#03909,否\t封锁
#03910,还有<0>回家
#03911,用<0>缩短
#03912,<po=m>要取消吗？<br><co=d94646>※亲密度不会上升
#03913,约会
#03914,=#01580
#03915,我出发了！
#03916,<po=m><0>们<br><1>先出发了！
#03917,成人前的成长
#03918,投入数量超过最大限制
#03919,尚未完成投入道具<br>要返回吗
#03920,<po=m>获得1个<0><br>现在共有<1>个
#03921,<po=m>消耗<1>个<0><br>来解锁<br>持有数量将减少至<2>个
#03922,<po=m>消耗<1>个<0><br>来解锁
#03923,<0>分钟后可以选择
#03924,<po=m><0>不足。<br>将全部回满。
#03925,<0>不足
#03926,人数已达上限
#03927,<po=m>费用不足。<br>要用<1>个<0>来答谢吗？
#03928,否\t<pic=money><0>
#03929,<po=m>纪录刷新！<br><0>分
#03930,要使用<br>道具吗？
#03931,要对伙伴使用<br>食物道具吗？
#03932,要将装备<br>交给伙伴吗？
#03933,要将技能<br>交给伙伴吗？
#03934,使用\t取消
#03935,投入数量已达上限
#03936,投入种类已达上限
#03937,对<0>补货了<br><1>次
#03938,<0><br>不足
#03939,仓库空间不足，因此未能追加。
#03940,牧场已满。
#03941,已成功购买<0>，<br>并移送至怪物牧场。
